Año,D F,Reportado?,Categorías IPCC 2006,CO2-Absorciones en Gg,CO2 -Emisiones en Gg,CH4-Emisiones en Gg,N2O-Emisiones en Gg,HFC-32-Emisiones en Gg,HFC-125-Emisiones en Gg,HFC-134a-Emisiones en Gg,HFC-143a-Emisiones en Gg,HFC-152a-Emisiones en Gg,HFC-227ea-Emisiones en Gg,PFCs-Emisiones en Gg,SF6-Emisiones en Gg,NOX-Precursores en Gg,CO-Precursores en Gg,COVDM-Precursores en Gg,SO2-Precursores en Gg,CO2-Absorciones en Gg de CO2eq,CO2-Emisiones en Gg de CO2eq,CH4-Emisiones en Gg de CO2eq,N2O-Emisiones en Gg de CO2eq,HFC-32-Emisiones en Gg de CO2eq,HFC-125-Emisiones en Gg de CO2eq,HFC-134a-Emisiones en Gg de CO2eq,HFC-143a-Emisiones en Gg de CO2eq,HFC-152a-Emisiones en Gg de CO2eq,HFC-227ea-Emisiones en Gg de CO2eq,PFCs-Emisiones en Gg de CO2eq,SF6-Emisiones en Gg de CO2eq,Absorciones Totales.Gg de CO2eq,Emisiones totales (ΣGEI)-Gg de CO2eq,Con todas las emisiones y absorciones-Gg de CO2eq
2014,F,SI,3.A - Ganadería,NE,NA,"1,036.20",3.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21,760.30","1,062.82",NA,NA,NA,NA,NA,NA,NA,NA,NE,"22,823.11","22,823.11"
2014,F,SI,3.A.1 - Fermentación entérica,NE,NA,982.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,625.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"20,625.00","20,625.00"
2014,F,SI,3A1a Total Ganado Bovino,NE,NA,940.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19,741.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"19,741.00","19,741.00"
2014,D,SI,3A1ai Ganado Bovino Vacas de Alta Produccion,NE,NA,38.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,803.00,803.00
2014,D,SI,3A1aii Ganado Bovino Vacas de Baja Produccion,NE,NA,165.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3,468.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"3,468.00","3,468.00"
2014,D,SI,3A1aiii Ganado Bovino Vacas para produccion de carne,NE,NA,290.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6,099.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"6,099.00","6,099.00"
2014,D,SI,3A1aiv Ganado Bovino Toros utilizados con fines reproductivos,NE,NA,57.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,208.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"1,208.00","1,208.00"
2014,D,SI,3A1av Ganado Bovino Terneros pre-destetos,NE,NA,53.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,124.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"1,124.00","1,124.00"
2014,D,SI,3A1avi Ganado Bovino Terneras de remplazo,NE,NA,90.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,906.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"1,906.00","1,906.00"
2014,D,SI,3A1avii Ganado Bovino Ganado de engorde,NE,NA,244.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5,133.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"5,133.00","5,133.00"
2014,D,SI,3A1b Búfalos,NE,NA,9.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,203.00,203.00
2014,D,SI,3A1c Ovinos,NE,NA,3.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,82.00,82.00
2014,D,SI,3A1d Caprinos,NE,NA,3.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,79.00,79.00
2014,X,SI,3A1e Camellos,NE,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
2014,D,SI,3A1f Caballos,NE,NA,21.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,458.00,458.00
2014,D,SI,3A1g Mulas y asnos,NE,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,0.00,0.00
2014,F,SI,3A1h Porcinos,NE,NA,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,62.00,62.00
2014,D,SI,3A1hi Porcinos < 6 meses,NE,NA,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,26.00,26.00
2014,D,SI,3A1hii Porcinos > 6 meses,NE,NA,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,36.00,36.00
2014,X,SI,3A1j Otros,NE,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,0.00,0.00
2014,F,SI,3.A.2 - Gestión de estiércol,NE,NA,54.06,3.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,135.30","1,062.82",NA,NA,NA,NA,NA,NA,NA,NA,NE,"2,198.11","2,198.11"
2014,F,SI,3A2a Total Ganado Bovino,NE,NA,22.49,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.27,243.82,NA,NA,NA,NA,NA,NA,NA,NA,NE,716.08,716.08
2014,D,SI,3A2ai Ganado Bovino Vacas de Alta Produccion,NE,NA,0.46,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.56,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NE,9.56,9.56
2014,D,SI,3A2aii Ganado Bovino Vacas de Baja Produccion,NE,NA,3.18,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.84,56.09,NA,NA,NA,NA,NA,NA,NA,NA,NE,122.92,122.92
2014,D,SI,3A2aiii Ganado Bovino Vacas para produccion de carne,NE,NA,6.18,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.74,80.65,NA,NA,NA,NA,NA,NA,NA,NA,NE,210.39,210.39
2014,D,SI,3A2aiv Ganado Bovino Toros utilizados con fines reproductivos,NE,NA,0.77,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.19,14.83,NA,NA,NA,NA,NA,NA,NA,NA,NE,31.02,31.02
2014,D,SI,3A2av Ganado Bovino Terneros pre-destetos,NE,NA,3.90,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.89,10.89,NA,NA,NA,NA,NA,NA,NA,NA,NE,92.78,92.78
2014,D,SI,3A2avi Ganado Bovino Terneras de remplazo,NE,NA,2.63,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.29,25.98,NA,NA,NA,NA,NA,NA,NA,NA,NE,81.27,81.27
2014,D,SI,3A2avii Ganado Bovino Ganado de engorde,NE,NA,5.37,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.76,55.39,NA,NA,NA,NA,NA,NA,NA,NA,NE,168.15,168.15
2014,D,SI,3A2b Búfalos,NE,NA,0.18,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69,1.90,NA,NA,NA,NA,NA,NA,NA,NA,NE,5.58,5.58
2014,D,SI,3A2c Ovinos,NE,NA,0.08,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NE,3.90,3.90
2014,D,SI,3A2d Caprinos,NE,NA,0.17,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NE,6.24,6.24
2014,D,SI,3A2e Camellos,NE,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
2014,D,SI,3A2f Caballos,NE,NA,1.99,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.74,44.45,NA,NA,NA,NA,NA,NA,NA,NA,NE,86.19,86.19
2014,D,SI,3A2g Mulas y asnos,NE,NA,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NE,0.00,0.00
2014,F,SI,3A2h Porcinos,NE,NA,2.98,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.61,300.54,NA,NA,NA,NA,NA,NA,NA,NA,NE,363.16,363.16
2014,D,SI,3A2hi Porcinos < 6 meses,NE,NA,1.26,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.37,114.85,NA,NA,NA,NA,NA,NA,NA,NA,NE,141.22,141.22
2014,D,SI,3A2hii Porcinos > 6 meses,NE,NA,1.73,0.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.24,185.69,NA,NA,NA,NA,NA,NA,NA,NA,NE,221.94,221.94
2014,D,SI,3A2j Otros,NE,NA,26.18,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549.88,467.09,NA,NA,NA,NA,NA,NA,NA,NA,NE,"1,016.96","1,016.96"
2014,F,SI,3.B - Tierra,"-22,658.77","86,356.30",0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-22,658.77","86,356.30",2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-22,658.77","86,358.62","63,699.85"
2014,F,SI,3.B.1 - Tierras forestales,"-15,602.55","40,844.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-15,602.55","40,844.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-15,602.55","40,844.40","25,241.85"
2014,F,SI,3B1a Tierras forestales que permanecen como tales,"-12,655.64","40,844.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-12,655.64","40,844.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-12,655.64","40,844.40","28,188.75"
2014,F,SI,3B1ai Tierras forestales que permanecen como tales(Bosque natural),0.00,"15,508.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"15,508.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,"15,508.15","15,508.15"
2014,D,SI,Biomasa,0.00,"13,965.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"13,965.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,"13,965.96","13,965.96"
2014,X,SI,MOM,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
2014,D,SI,Suelos,NE,"1,542.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"1,542.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"1,542.19","1,542.19"
2014,F,SI,3B1aii Tierras forestales que permanecen como tales (Stock Change),-931.90,"21,723.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-931.90,"21,723.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-931.90,"21,723.02","20,791.12"
2014,D,SI,Biomasa,-931.90,"21,723.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-931.90,"21,723.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-931.90,"21,723.02","20,791.12"
2014,X,SI,MOM,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
2014,D,SI,Suelos,0.00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00
2014,F,SI,3B1aiii Tierras forestales que permanecen como tales (Plantaciones),"-11,723.75","3,613.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-11,723.75","3,613.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-11,723.75","3,613.23","-8,110.51"
2014,D,SI,Biomasa,"-11,723.75","3,613.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-11,723.75","3,613.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-11,723.75","3,613.23","-8,110.51"
2014,X,SI,MOM,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
2014,X,SI,Suelos,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
2014,F,SI,3B1b Tierras convertidas en tierras forestales,"-2,946.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2,946.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2,946.90",NA,"-2,946.90"
2014,F,SI,3B1bi Tierras de cultivo convertidas en tierras forestales,-724.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-724.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-724.37,NA,-724.37
2014,D,SI,Biomasa,-515.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-515.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-515.08,NA,-515.08
2014,D,SI,MOM,-10.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.90,NA,-10.90
2014,D,SI,Suelos,-198.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-198.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-198.39,NA,-198.39
2014,F,SI,3B1bii Pastizales convertidos en tierras forestales,"-2,088.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2,088.84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2,088.84",NA,"-2,088.84"
2014,D,SI,Biomasa,"-1,433.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1,433.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1,433.45",NA,"-1,433.45"
2014,D,SI,MOM,-35.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35.04,NA,-35.04
2014,D,SI,Suelos,-620.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-620.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-620.35,NA,-620.35
2014,F,SI,3B1biii Humedales convertidos en tierras forestales,-48.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-48.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-48.07,NA,-48.07
2014,D,SI,Biomasa,-32.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.50,NA,-32.50
2014,D,SI,MOM,-0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.74,NA,-0.74
2014,D,SI,Suelos,-14.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.83,NA,-14.83
2014,F,SI,3B1biv Asentamientos convertidos en tierras forestales,-47.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-47.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-47.17,NA,-47.17
2014,D,SI,Biomasa,-25.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.60,NA,-25.60
2014,D,SI,MOM,-0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52,NA,-0.52
2014,D,SI,Suelos,-21.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.05,NA,-21.05
2014,F,SI,3B1bv Otras tierras convertidas en tierras forestales,-38.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-38.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-38.44,NA,-38.44
2014,D,SI,Biomasa,-19.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.89,NA,-19.89
2014,D,SI,MOM,-0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44,NA,-0.44
2014,D,SI,Suelos,-18.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.12,NA,-18.12
2014,F,SI,3.B.2 - Tierras de cultivo,"-6,717.09","9,164.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-6,717.09","9,164.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-6,717.09","9,164.21","2,447.12"
2014,F,SI,3B2a Tierras de cultivo que permanecen como tales,"-6,717.09","5,910.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-6,717.09","5,910.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-6,717.09","5,910.62",-806.47
2014,F,SI,Biomasa,"-6,717.09","4,216.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-6,717.09","4,216.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-6,717.09","4,216.30","-2,500.80"
2014,X,SI,MOM,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
2014,D,SI,Suelos,NE,"1,694.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"1,694.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"1,694.32","1,694.32"
2014,F,SI,3B2ai Cultivo de café,"-3,551.94","3,408.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3,551.94","3,408.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3,551.94","3,408.24",-143.70
2014,D,SI,Biomasa,"-3,551.94","3,408.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3,551.94","3,408.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3,551.94","3,408.24",-143.70
2014,X,SI,MOM,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
2014,X,SI,Suelos,NE,IE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,IE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
2014,F,SI,3B2aii Palma,"-1,397.82",275.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1,397.82",275.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1,397.82",275.20,"-1,122.62"
2014,D,SI,Biomasa,"-1,397.82",275.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1,397.82",275.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1,397.82",275.20,"-1,122.62"
2014,X,SI,MOM,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
2014,X,SI,Suelos,NE,IE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,IE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
2014,F,SI,3B2aiii Cacao,-505.08,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-505.08,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-505.08,0.00,-505.08
2014,D,SI,Biomasa,-505.08,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-505.08,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-505.08,0.00,-505.08
2014,X,SI,MOM,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
2014,X,SI,Suelos,NE,IE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,IE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
2014,F,SI,3B2aiv Aguacate,-129.09,34.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-129.09,34.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-129.09,34.27,-94.82
2014,D,SI,Biomasa,-129.09,34.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-129.09,34.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-129.09,34.27,-94.82
2014,X,SI,MOM,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
2014,X,SI,Suelos,NE,IE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,IE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
2014,F,SI,3B2av Caucho,-777.74,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-777.74,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-777.74,0.00,-777.74
2014,D,SI,Biomasa,-777.74,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-777.74,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-777.74,0.00,-777.74
2014,X,SI,MOM,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
2014,X,SI,Suelos,NE,IE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,IE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
2014,F,SI,3B2avi Mango,-129.15,95.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-129.15,95.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-129.15,95.02,-34.12
2014,D,SI,Biomasa,-129.15,95.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-129.15,95.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-129.15,95.02,-34.12
2014,X,SI,MOM,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
2014,X,SI,Suelos,NE,IE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,IE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
2014,F,SI,3B2avii Limón,-80.93,27.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.93,27.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.93,27.82,-53.11
2014,D,SI,Biomasa,-80.93,27.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.93,27.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.93,27.82,-53.11
2014,X,SI,MOM,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
2014,X,SI,Suelos,NE,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,0.00,0.00
2014,F,SI,3B2aviii Mandarina,-60.52,6.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-60.52,6.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-60.52,6.37,-54.15
